ID,Source,Topic,Summary,Learning Level,Direct Link,Leveling Rationale
116,AI-X Framework,Personas & Learning Scenarios,Build representative learner personas and scenarios to ground design decisions.,Intermediate,https://aix-framework.lei-tech.org/aix-toolkit/personas,Learner-centered design
117,AI-X Framework,Stakeholder Needs & Values,Surface needs and values of all impacted stakeholders.,Intermediate,https://aix-framework.lei-tech.org/aix-toolkit/stakeholder-needs,Stakeholder mapping
118,AI-X Framework,How AI Systems Work,Plain-language explanation of how AI systems function to inform appropriate use.,Foundational,https://aix-framework.lei-tech.org/aix-toolkit/how-ai-works,Foundational AI concept
119,AI-X Framework,Sense-Making Ethical Evaluation,Structured ethical evaluation of an AI tool idea before building.,Advanced,https://aix-framework.lei-tech.org/aix-toolkit/ethical-evaluation,Ethics evaluation
120,AI-X Framework,Creation: Getting Started,Orientation for design and development of an AI tool.,Foundational,https://aix-framework.lei-tech.org/aix-toolkit/creation-getting-started,Stage orientation
121,AI-X Framework,Learning Sciences Roadmap,Ground design decisions in learning-sciences research.,Advanced,https://aix-framework.lei-tech.org/aix-toolkit/learning-sciences,Research-based design
122,AI-X Framework,Prototyping,Build low/high-fidelity prototypes to test design intent.,Intermediate,https://aix-framework.lei-tech.org/aix-toolkit/prototyping,Design technique
123,AI-X Framework,Requirements,Capture functional and non-functional requirements for the tool.,Intermediate,https://aix-framework.lei-tech.org/aix-toolkit/requirements,Specification
124,AI-X Framework,Logic Model,Map inputs → activities → outputs → outcomes → impact for the AI tool.,Advanced,https://aix-framework.lei-tech.org/aix-toolkit/logic-model,Theory-of-change framework
125,AI-X Framework,Data Plan,"Plan what data the tool collects, stores, and uses—including privacy.",Advanced,https://aix-framework.lei-tech.org/aix-toolkit/data-plan,Data governance
126,AI-X Framework,Implementation: Getting Started,Orientation for testing the tool in real conditions.,Foundational,https://aix-framework.lei-tech.org/aix-toolkit/implementation-getting-started,Stage orientation
127,AI-X Framework,Accessibility Guide,Practical guidance for making AI tools accessible.,Intermediate,https://aix-framework.lei-tech.org/aix-toolkit/accessibility-guide,Accessibility practice
128,AI-X Framework,End-User & Usability Testing,Methods for testing usability with intended users.,Intermediate,https://aix-framework.lei-tech.org/aix-toolkit/usability-testing,User research
129,AI-X Framework,Investigation: Getting Started,Orientation for analyzing data collected about the tool.,Foundational,https://aix-framework.lei-tech.org/aix-toolkit/investigation-getting-started,Stage orientation
130,AI-X Framework,Data Collection Methods Overview,Comparison of methods for collecting tool-effectiveness data.,Intermediate,https://aix-framework.lei-tech.org/aix-toolkit/data-collection,Methods overview
131,AI-X Framework,A/B Testing,Compare tool variants with controlled experiments.,Advanced,https://aix-framework.lei-tech.org/aix-toolkit/ab-testing,Experimental design
132,AI-X Framework,Survey,Design and deploy surveys to gather user feedback.,Intermediate,https://aix-framework.lei-tech.org/aix-toolkit/survey,Quantitative method
133,AI-X Framework,Focus Groups & Interviews,Qualitative methods for deeper user insight.,Intermediate,https://aix-framework.lei-tech.org/aix-toolkit/focus-groups,Qualitative method
134,LX ASU AI,AI Creative Learning Lab — Overview,"ASU Learning Experience hub for faculty starting their AI journey, anchored in Principled Innovation.",Foundational,https://lx.asu.edu/ai,Hub orientation
135,LX ASU AI,Foundations & tools page,"Curated foundation for understanding AI concepts and tools, with emphasis on generative AI.",Foundational,https://lx.asu.edu/ai/foundations,Page-level orientation
136,LX ASU AI,Intro to Generative AI (video),"Introductory video covering key GenAI concepts, terminology, and examples.",Foundational,https://lx.asu.edu/ai/foundations,Foundational video
137,LX ASU AI,Prompting (foundations),Foundational guidance on how to prompt generative AI tools.,Foundational,https://lx.asu.edu/ai/foundations,Prompting basics
138,LX ASU AI,AI Tools at ASU,Overview of AI tools available to ASU faculty and the approval pathway.,Foundational,https://lx.asu.edu/ai/foundations,Tool inventory
139,LX ASU AI,FAQs (foundations),Common questions about using GenAI in teaching.,Foundational,https://lx.asu.edu/ai/foundations,FAQ
140,LX ASU AI,Advanced Prompting Strategies,Featured use case showcasing advanced prompting techniques.,Advanced,https://lx.asu.edu/ai/foundations,Applied advanced prompting
141,LX ASU AI,The AI Playground,Featured exploratory environment for trying AI tools.,Intermediate,https://lx.asu.edu/ai/foundations,Exploration tool
142,LX ASU AI,AI and the VITRA Process,How VITRA applies to AI tool selection at ASU.,Intermediate,https://lx.asu.edu/ai/foundations,Policy/process applied
143,LX ASU AI,AI-enhanced learning page,Strategies for using AI to enhance teaching and learning at ASU.,Intermediate,https://lx.asu.edu/ai/ai-enhanced-learning,Page-level orientation
144,LX ASU AI,AI-Enhanced Assignments,Designing assignments that integrate generative AI thoughtfully.,Intermediate,https://lx.asu.edu/ai/ai-enhanced-learning,Assignment design
145,LX ASU AI,AI-supported Teaching Practices,Day-to-day teaching practices that leverage AI.,Intermediate,https://lx.asu.edu/ai/ai-enhanced-learning,Pedagogical practice
146,LX ASU AI,Building Custom Bots and AI Agents,How to build custom bots and agents to support teaching.,Advanced,https://lx.asu.edu/ai/ai-enhanced-learning,Tool building
147,LX ASU AI,AI Atlas,Map of AI use cases across ASU with programs and events.,Foundational,https://lx.asu.edu/ai/ai-atlas,Use-case map
148,LX ASU AI,Coordinates of Innovation: AI Use Cases,Catalog of innovation use cases inside the AI Atlas.,Intermediate,https://lx.asu.edu/ai/ai-atlas,Use-case inventory
149,LX ASU AI,Support & Community,Where to get help and connect with peers using AI at ASU.,Foundational,https://lx.asu.edu/ai/community,Support resources
